"ASV_id","warmed_bacteria_gradient","warmed_bacteria","cooled_bacteria_gradient","cooled_bacteria","High Control","Low Control","Mid Control","Genus","Family","Phylum","Class","Order"
"560",-0.13,0.02,0.04,-0.2,NA,NA,3.4,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"900",-0.01,0.04,0.04,-0.15,3.93,3.85,3.89,"Flavisolibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1501",0.15,0.26,0.04,0.09,NA,3,3.77,"Angustibacter","Kineosporiaceae","Actinobacteria","Actinobacteria","Kineosporiales"
"1181",0.1,0.08,0.04,0.05,3.49,4.05,3.35,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"319",-0.27,-0.38,0.04,-0.24,3.64,3.25,NA,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"153",0.05,0.24,0.04,-0.19,NA,2.89,3.27,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"473",-0.17,-0.13,0.04,-0.25,6.05,5.82,5.59,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"37",-0.05,-0.06,0.04,-0.22,4.16,4.08,NA,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1259",0.04,0.25,0.04,-0.04,3.45,3.04,3.81,NA,"Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1396",0.04,0.17,0.04,-0.41,3.96,4.38,4.24,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1418",0.1,0.28,0.04,0.09,NA,2.98,3.63,"Kribbella","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"1053",0.11,0.17,0.04,-0.04,NA,NA,3.43,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"1471",-0.22,-0.14,0.04,-0.41,4.81,4.82,4.89,NA,"Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"802",-0.11,-0.04,0.04,0.1,2.87,2.71,3.19,"Flavobacterium","Flavobacteriaceae","Bacteroidota","Bacteroidia","Flavobacteriales"
"971",-0.06,0.06,0.04,0.04,NA,3.89,4.45,NA,NA,"Bdellovibrionota","Oligoflexia","0319-6G20"
"527",0.08,0.06,0.04,-0.12,3.58,3.83,3.62,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"40",0,0.02,0.04,-0.12,3.43,3,NA,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"731",-0.18,-0.26,0.04,0.2,3.8,3.53,NA,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"1279",0.04,0.01,0.04,0.06,NA,NA,NA,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"995",0.04,0.07,0.04,0.2,NA,3.5,2.92,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1275",-0.05,0,0.04,0.01,3.47,3.36,3.48,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"769",-0.25,-0.17,0.04,-0.31,4.03,3.7,3.71,"Nitrospira","Nitrospiraceae","Nitrospirota","Nitrospiria","Nitrospirales"
"685",-0.09,-0.02,0.04,-0.25,3.74,3.34,3.3,"Caulobacter","Caulobacteraceae","Proteobacteria","Alphaproteobacteria","Caulobacterales"
"267",-0.25,-0.24,0.04,-0.1,3.78,2.4,3.04,NA,NA,"Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57 soil group"
"1512",-0.11,-0.13,0.04,0.22,3.81,3.56,3.09,NA,"TRA3-20","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1054",0.17,0.3,0.04,-0.1,4.46,4.35,4.9,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"1253",0.07,0.18,0.04,-0.23,4.68,4.9,5.19,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"206",-0.1,-0.11,0.04,-0.13,3.79,3.23,2.88,"Luedemannella","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"754",0.04,0.07,0.03,-0.18,3,3.24,2.4,NA,"Xanthomonadaceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"1029",-0.14,-0.13,0.03,-0.09,3.13,NA,NA,"Dyadobacter","Spirosomaceae","Bacteroidota","Bacteroidia","Cytophagales"
"710",-0.13,-0.06,0.03,-0.07,3.38,3.04,4.08,"Microvirga","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1180",0.01,0.11,0.03,-0.18,3.5,3.38,3.93,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"630",0.05,0.06,0.03,-0.02,NA,3.99,4.27,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"854",-0.08,-0.02,0.03,0.22,3.26,3.61,3.87,"Subgroup 10","Thermoanaerobaculaceae","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales"
"338",-0.1,-0.26,0.03,-0.04,2.83,3.39,3.76,NA,"Myxococcaceae","Myxococcota","Myxococcia","Myxococcales"
"1164",-0.02,0.12,0.03,-0.3,3.76,3.71,3.83,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"609",0.11,0.19,0.03,-0.05,4.01,4.21,4.33,"Acidicaldus","Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"1493",0.11,0.22,0.03,-0.1,2.74,3.64,3.47,"Jatrophihabitans","Frankiaceae","Actinobacteria","Actinobacteria","Frankiales"
"1102",-0.1,-0.04,0.03,-0.2,5.2,4.87,5.28,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1130",0.23,0.39,0.03,-0.2,NA,NA,3.61,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"353",0,0.09,0.03,-0.15,2.2,NA,2.56,"Steroidobacter","Steroidobacteraceae","Proteobacteria","Gammaproteobacteria","Steroidobacterales"
"318",-0.23,-0.26,0.03,-0.33,4.37,4.57,4.04,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"219",-0.2,-0.02,0.03,-0.16,NA,2.94,3.85,"Dactylosporangium","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"1413",-0.02,-0.03,0.03,-0.07,3.12,NA,NA,"Mycobacterium","Mycobacteriaceae","Actinobacteria","Actinobacteria","Corynebacteriales"
"1444",0.1,0.15,0.03,0.19,NA,2.94,3.29,"Burkholderia-Caballeronia-Paraburkholderia","Burkholderiaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"884",-0.04,0.11,0.03,-0.11,NA,NA,3.87,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1084",-0.21,-0.2,0.03,-0.15,4.87,4.57,4.68,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1529",-0.04,0.19,0.03,-0.14,NA,NA,3.57,"Rhodoferax","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"486",0.08,0.15,0.03,-0.15,4.22,4.34,4.05,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1616",0.1,0.28,0.03,-0.11,4.12,3.66,4.46,"Amycolatopsis","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"705",0.17,0.27,0.03,-0.02,3.97,4.06,4.26,NA,"Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"840",-0.03,0.04,0.03,-0.07,3.09,NA,NA,"Novosphingobium","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1386",-0.14,0.06,0.03,-0.36,3.61,4.09,4.13,NA,NA,"Actinobacteria","Acidimicrobiia",NA
"734",0.05,0.24,0.03,-0.29,2.94,3.09,3.43,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"613",-0.06,0.03,0.02,-0.25,4.67,4.6,4.65,"Rhodoplanes","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"589",-0.01,0.04,0.02,0.06,3.87,3.26,3.76,"Hyphomicrobium","Hyphomicrobiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1412",0.01,0.05,0.02,-0.12,3.79,3.86,3.43,NA,NA,"Patescibacteria","Saccharimonadia","Saccharimonadales"
"1610",0.04,0.12,0.02,-0.05,2.98,3.49,3.25,"Marmoricola","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"517",-0.09,0,0.02,-0.3,4.83,5.13,4.73,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"565",-0.32,-0.29,0.02,-0.02,3.26,NA,NA,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"689",-0.05,0.11,0.02,-0.24,3.69,3.4,3.2,"Phenylobacterium","Caulobacteraceae","Proteobacteria","Alphaproteobacteria","Caulobacterales"
"1354",-0.16,-0.2,0.02,-0.05,3.26,3.24,3.1,NA,NA,"Actinobacteria","Acidimicrobiia","IMCC26256"
"568",-0.19,-0.13,0.02,-0.29,3.56,3.36,3.54,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"524",0.09,0.09,0.02,0.05,3.78,3.61,4.55,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1244",-0.28,-0.29,0.02,-0.21,5.19,4.91,5.23,NA,NA,"Chloroflexi","AD3",NA
"1321",-0.14,-0.07,0.02,-0.28,3.48,3.57,3,"Gaiella","Gaiellaceae","Actinobacteria","Thermoleophilia","Gaiellales"
"450",0.01,0.07,0.02,-0.21,3.54,3.98,NA,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"858",0.12,0.11,0.02,0.04,3.01,3.59,3.76,"Subgroup 10","Thermoanaerobaculaceae","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales"
"358",-0.08,-0.02,0.02,-0.02,3.64,NA,NA,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"978",-0.11,-0.04,0.02,-0.03,3.68,3.83,3.47,NA,NA,"Desulfobacterota",NA,NA
"254",0.1,0.13,0.02,NA,NA,NA,4.06,NA,"Mitochondria","Proteobacteria","Alphaproteobacteria","Rickettsiales"
"1218",0.14,0.24,0.02,-0.01,2.48,3.01,3.43,"Paenarthrobacter","Micrococcaceae","Actinobacteria","Actinobacteria","Micrococcales"
"1586",-0.06,0.02,0.02,-0.24,4.65,4.54,4.45,"Mycobacterium","Mycobacteriaceae","Actinobacteria","Actinobacteria","Corynebacteriales"
"1131",0.16,0.29,0.02,-0.13,3.37,3.37,3.37,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"870",0.06,0.09,0.02,-0.1,3.88,4.43,4.14,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"766",0,0.1,0.02,-0.06,NA,4.01,3.69,NA,"AKYH767","Bacteroidota","Bacteroidia","Sphingobacteriales"
"1364",-0.16,-0.09,0.02,-0.21,4.08,3.13,3.23,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"564",-0.16,-0.02,0.02,-0.33,3.32,2.26,2.79,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"1484",-0.15,-0.34,0.02,0.2,3.96,4.45,NA,"Crossiella","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1353",-0.03,0,0.01,-0.08,3.56,3.71,3.7,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1506",0.15,0.2,0.01,0.2,NA,3.91,3.22,"Oryzihumus","Intrasporangiaceae","Actinobacteria","Actinobacteria","Micrococcales"
"1287",-0.05,0.01,0.01,-0.05,3.6,3.58,3.64,"Conexibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1609",-0.06,0.02,0.01,-0.27,4.28,4.17,NA,"Marmoricola","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"964",0.12,0.28,0.01,-0.08,NA,3.14,3.64,"Edaphobaculum","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"69",-0.06,0.11,0.01,-0.26,3.01,2.82,3.33,NA,"BIrii41","Myxococcota","Polyangia","Polyangiales"
"1234",0.02,0.01,0.01,0.03,3.4,3.04,3.43,"Patulibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"22",-0.15,-0.16,0.01,-0.27,2.79,3.17,3.1,NA,"Ilumatobacteraceae","Actinobacteria","Acidimicrobiia","Microtrichales"
"1066",0.07,0.05,0.01,0.05,3.18,3.59,3.87,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"556",0.03,0.16,0.01,-0.2,3.47,3.4,3.78,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"282",-0.1,-0.05,0.01,-0.16,4.12,3.99,NA,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"881",0.05,0,0.01,-0.01,3.76,3.78,4.5,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1070",-0.24,-0.25,0.01,-0.14,3.4,2.85,4.09,NA,"Vicinamibacteraceae","Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"327",-0.06,0.01,0.01,-0.23,4.59,4.41,4.37,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"1611",-0.01,-0.01,0.01,0.13,4.13,4.28,4.03,"Marmoricola","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"1034",-0.14,-0.28,0.01,-0.34,3.64,3.7,NA,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"738",0.02,0.09,0.01,-0.37,3.26,3.85,3.24,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"183",-0.06,0,0.01,-0.24,4.45,4.48,4.39,"Reyranella","Reyranellaceae","Proteobacteria","Alphaproteobacteria","Reyranellales"
"703",0.18,0.28,0.01,-0.21,NA,2.89,3.9,"Methylocella","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"144",0.01,0.08,0.01,-0.16,3.12,3.36,2.97,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"155",0.06,0.21,0.01,-0.37,3.33,3.37,3.76,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"54",-0.34,-0.4,0,-0.17,4.26,NA,NA,NA,NA,"Methylomirabilota","Methylomirabilia","Rokubacteriales"
"314",0.05,0.19,0,0.13,NA,3.14,3.6,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"187",-0.15,-0.25,0,-0.13,3.6,3.29,3.09,"Reyranella","Reyranellaceae","Proteobacteria","Alphaproteobacteria","Reyranellales"
"177",-0.14,-0.06,0,-0.06,3.61,2.08,2.94,NA,"env.OPS 17","Bacteroidota","Bacteroidia","Sphingobacteriales"
"1601",-0.02,0,0,0.02,3.47,4.92,4.16,"Umezawaea","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"540",0.05,0.13,0,-0.14,3.88,3.74,4.1,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"651",0.07,0.22,0,-0.26,4.66,5.28,4.72,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"841",0,0.11,0,-0.19,4.31,4.35,4.55,"Ellin6055","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1515",0,0.1,0,-0.17,NA,3.5,3.8,NA,"TRA3-20","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"712",-0.06,-0.1,0,0.05,3.71,2.91,3.02,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Rhizobiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"365",0.05,0.08,0,0.02,4.02,3.8,4.19,"Roseisolibacter","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"932",0.09,0.15,0,-0.19,3.26,2.71,3.33,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"722",0.2,0.25,0,0.12,3.37,3.15,3.59,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"616",0,0.04,0,-0.26,5.45,5.51,5.47,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"481",-0.08,0.07,0,-0.24,3.83,3.14,3.78,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1166",-0.08,0.01,0,-0.31,3.3,3.18,3.53,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"1655",-0.05,0.11,0,-0.27,3.14,3.37,3.61,NA,NA,"Chloroflexi","KD4-96",NA
"1019",0.09,0.21,0,0.11,NA,2.91,3.48,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"574",0.15,0.31,0,-0.06,3.57,3.83,4.43,NA,"Nitrososphaeraceae","Crenarchaeota","Nitrososphaeria","Nitrososphaerales"
"403",-0.17,-0.04,0,-0.12,NA,3.37,3.84,NA,NA,"RCP2-54",NA,NA
"344",0.04,0.01,0,-0.04,2.63,3.21,NA,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1282",0.07,0.2,0,-0.14,2.46,2.82,3.04,"Parviterribacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"288",0.08,0.09,0,0,3.54,3.88,4.23,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"697",-0.05,-0.02,0,-0.18,3.79,3.61,4.1,NA,"Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"1060",0.14,0.1,0,0.07,4.28,4.03,NA,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"1297",0.06,0.1,0,0.03,2.86,3.59,3.28,"Paenibacillus","Paenibacillaceae","Firmicutes","Bacilli","Paenibacillales"
"928",-0.12,-0.02,0,-0.34,3.09,3.09,NA,"Puia","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1049",0.03,0.08,0,-0.21,NA,3.87,3.57,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"708",-0.03,-0.04,0,-0.11,3.58,3.78,3.55,"Microvirga","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"869",0.21,0.28,0,-0.03,2.77,NA,2.94,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1640",0.21,0.27,-0.01,0.17,2.33,2.26,2.41,"Abditibacterium","Abditibacteriaceae","Abditibacteriota","Abditibacteria","Abditibacteriales"
"942",0.22,0.27,-0.01,-0.16,3.04,2.77,NA,"Flavisolibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"412",0,0.1,-0.01,-0.33,NA,2.48,NA,NA,"Pedosphaeraceae","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales"
"1095",0.12,0.21,-0.01,-0.08,3.86,3.83,4.25,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"607",0.03,-0.13,-0.01,-0.19,3.55,3.47,3.33,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"1331",-0.09,-0.22,-0.01,-0.11,3.3,3.67,3.38,"Gaiella","Gaiellaceae","Actinobacteria","Thermoleophilia","Gaiellales"
"1606",0.12,0.3,-0.01,-0.14,4.4,4.56,4.99,"Oryzihumus","Intrasporangiaceae","Actinobacteria","Actinobacteria","Micrococcales"
"1584",0.06,0.2,-0.01,-0.03,3.87,3.88,4.01,"Mycobacterium","Mycobacteriaceae","Actinobacteria","Actinobacteria","Corynebacteriales"
"1005",0.16,0.32,-0.01,-0.11,3.59,3.96,4,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1311",0.02,0.26,-0.01,-0.32,4.52,4.63,4.58,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"779",0.11,0.19,-0.01,-0.19,3.55,3.44,3.92,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"313",-0.14,-0.12,-0.01,-0.14,2.97,NA,NA,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"1446",-0.05,0.03,-0.01,-0.33,3.85,3.79,3.75,NA,"Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"844",0.02,0.16,-0.01,0.01,NA,NA,3.58,"Novosphingobium","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"856",0.19,0.24,-0.01,0.2,NA,4.34,3.3,"Subgroup 10","Thermoanaerobaculaceae","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales"
"1300",0.12,0.26,-0.01,-0.05,NA,3.28,3.16,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"646",0.11,0.21,-0.01,0.11,2.19,3.15,2.74,"Methylobacterium-Methylorubrum","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"302",-0.08,0.01,-0.01,-0.14,3.06,2.98,3.33,"Vicinamibacter","Vicinamibacteraceae","Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"871",0.07,0.09,-0.01,-0.11,3.12,3.13,3.16,"Plot4-2H12","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"180",0,0.15,-0.01,-0.21,NA,NA,3.69,NA,"env.OPS 17","Bacteroidota","Bacteroidia","Sphingobacteriales"
"1477",0.16,0.29,-0.01,-0.17,3.83,3.89,4.31,"Jatrophihabitans","Frankiaceae","Actinobacteria","Actinobacteria","Frankiales"
"1517",0.01,0.13,-0.01,-0.23,NA,NA,4.33,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"983",0.08,0.28,-0.01,-0.13,3.97,3.55,3.81,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"937",0.08,0.18,-0.01,-0.02,3.47,NA,NA,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"849",0.27,0.36,-0.01,0.05,NA,NA,3.69,"Subgroup 10","Thermoanaerobaculaceae","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales"
"725",-0.05,-0.1,-0.01,0.08,4.14,3.69,4.01,NA,"KF-JG30-B3","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1459",0.15,0.22,-0.02,-0.06,NA,3.87,NA,"Massilia","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"787",0.08,0.14,-0.02,0.17,2.94,3.85,3.36,"Terracidiphilus","Acidobacteriaceae (Subgroup 1)","Acidobacteria","Acidobacteriae","Acidobacteriales"
"1431",0.12,0.26,-0.02,-0.2,3.53,3.76,3.58,NA,"Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1381",-0.22,-0.28,-0.02,-0.19,3.61,3.61,3.56,"HSB OF53-F07","Ktedonobacteraceae","Chloroflexi","Ktedonobacteria","Ktedonobacterales"
"1400",0.01,0.2,-0.02,0.01,2.47,3.26,2.95,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1607",0.18,0.18,-0.02,-0.02,NA,3.73,3.73,"Oryzihumus","Intrasporangiaceae","Actinobacteria","Actinobacteria","Micrococcales"
"236",-0.08,0.01,-0.02,-0.37,4.27,4.28,4.48,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"1185",0.1,0.25,-0.02,-0.19,3.71,4.24,4.26,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"74",0.13,0.22,-0.02,-0.12,3.81,3.33,4.05,"Aetherobacter","Polyangiaceae","Myxococcota","Polyangia","Polyangiales"
"325",0.02,0.11,-0.02,-0.11,NA,4.66,3.1,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"921",-0.06,-0.12,-0.02,0.03,2.96,3.08,3.18,NA,"Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1551",-0.04,0.09,-0.02,-0.22,NA,NA,3.56,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"355",-0.04,-0.02,-0.02,-0.34,NA,3.46,NA,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"441",-0.04,0,-0.02,-0.21,4.74,4.98,4.64,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"533",0.14,0.21,-0.02,-0.25,3.99,4,4.17,"Candidatus Xiphinematobacter","Xiphinematobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"260",0.13,0.29,-0.02,-0.05,NA,NA,3.46,"Opitutus","Opitutaceae","Verrucomicrobiota","Verrucomicrobiae","Opitutales"
"1467",-0.02,0.03,-0.02,-0.02,2.61,2.43,2.98,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"304",-0.13,NA,-0.02,-0.15,NA,NA,3.61,NA,"Vicinamibacteraceae","Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1350",0.22,0.29,-0.02,0.01,3.38,3.96,3.76,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"617",-0.14,-0.2,-0.02,-0.21,3.57,3.94,3.86,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"835",-0.06,0.07,-0.02,-0.09,NA,NA,4.56,"Ellin6055","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"485",-0.12,0.03,-0.02,-0.19,4.26,NA,3.6,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1521",0.22,0.25,-0.02,0.1,2.51,2.87,3.11,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"103",0.01,-0.08,-0.02,-0.04,3.47,3.61,4.03,"Nitrospira","Nitrospiraceae","Nitrospirota","Nitrospiria","Nitrospirales"
"823",0.02,0.06,-0.02,-0.08,3.13,3.53,NA,"Mucilaginibacter","Sphingobacteriaceae","Bacteroidota","Bacteroidia","Sphingobacteriales"
"728",0.05,0.15,-0.02,-0.23,4.04,4.17,NA,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"1384",0.08,0.03,-0.03,0.07,2.67,3.38,2.67,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"164",-0.27,-0.38,-0.03,-0.26,3.25,3.13,2.94,NA,"Pirellulaceae","Planctomycetota","Planctomycetes","Pirellulales"
