"species","warmed_bacteria_gradient","warmed_bacteria","cooled_bacteria_gradient","cooled_bacteria"
"1579",-0.25443935656901,-0.105986903735517,0.225482639339885,-0.154099334124836
"1270",-0.114114476335265,0.0669165046781621,0.225379469833295,0.116953446192613
"1562",-0.185646360053482,-0.0315911100378797,0.224861078538126,-0.149181998844667
"427",-0.229746118032865,-0.125559378771573,0.224850823205827,-0.226379107208079
"23",-0.101006526393755,0.0159517390204649,0.224213934535733,-0.0699030575890163
"303",-0.0856153222658566,0.0737884640930435,0.223791799479466,-0.271636781812502
"611",-0.103259877040666,0.019969236638425,0.22305419971961,-0.221680849395295
"208",-0.0783689369740651,0.0569636999493259,0.222637020391364,-0.108064668531513
"1117",-0.174833222144264,-0.151025418755143,0.22250201843905,-0.0609815671537187
"1104",-0.327126571145673,-0.110376527836818,0.222252604846877,-0.386590737579152
"600",-0.265891210323171,-0.0887011817533052,0.221231899288146,-0.371876800550125
"1504",-0.00962060470005615,0.230516258492255,0.22080612267181,-0.248234563214469
"124",-0.24810307260464,-0.161537270552532,0.220710809614262,-0.14216640740901
"1394",-0.230924108004158,-0.204124437946205,0.220706819708455,0.0246542991909621
"1191",-0.0709973508602075,0.142684410175301,0.220359832574261,NA
"1051",-0.180383970314302,0.0395348117736817,0.22015694681322,0.000897995147771252
"274",-0.342592745707747,-0.386266409618411,0.220097006785842,-0.163942130057219
"389",-0.180545690347146,NA,0.219850391436363,-0.194172925769379
"424",-0.305970544445276,-0.212432774263743,0.219737541554092,-0.162326875590184
"1488",-0.220925397614976,-0.0595334163938927,0.219672354466334,-0.197350018395399
"215",-0.0317466035082946,0.121277691781057,0.219648919378986,-0.144669304870195
"541",-0.13292713873766,0.0694814474007901,0.219628626125387,-0.127326818884232
"266",-0.373297581174476,-0.397793389806398,0.219252971520817,0.00804995701059545
"64",-0.254532059177189,-0.24124606041467,0.21900861776772,-0.235638468115037
"1490",-0.100575359682215,0.0809540073473244,0.218545452640245,-0.18467004779827
"943",-0.231009296800036,-0.217852808606301,0.218541535616149,-0.128993810669705
"545",-0.107141337171142,0.106032907040063,0.218484460441179,-0.235584717952397
"39",-0.00686425416177783,0.221380507601582,0.217664552759825,-0.117042786487672
"85",-0.189824502951692,-0.115245879113628,0.217585885677333,-0.213341823802345
"1518",-0.28181715687991,-0.192014789202733,0.217366834353257,-0.245137766865682
"1651",-0.343110183646433,-0.333327207961178,0.217141010810214,-0.214321812914051
"972",-0.150991210548747,0.0174827977014001,0.216495203668685,0.0705154621171746
"1483",0.00108328395690415,0.177376415114234,0.216333138606458,-0.199209943195314
"1028",-0.0875928528625608,-0.0454373308204946,0.215621468183486,-0.142598927164644
